MaskedIndex,Source,Target,Probability
578,0,19735,0.437992245
579,0,19803,0.489269525
580,0,19857,0.529867947
581,0,19858,0.559267521
582,0,19867,0.832416296
583,0,19983,0.598843992
584,0,20010,0.910916686
585,0,20011,0.815462649
586,0,20012,0.803330362
587,0,20013,0.869014382
588,0,20014,0.692978263
589,0,20015,0.681672812
590,0,20016,0.815963089
591,0,20017,0.742069542
592,0,20018,0.760067463
593,0,20242,0.72993207
594,0,20263,0.721108019
595,0,20264,0.813051641
596,0,20278,0.782980382
597,0,20279,0.728507876
598,0,20338,0.789628327
599,0,20339,0.756499887
600,0,20628,0.858023703
601,0,20629,0.79731214
602,0,20630,0.82463938
603,0,20631,0.84196943
604,0,20632,0.800179482
605,0,20633,0.821191311
606,0,20634,0.80001986
607,0,20635,0.790928543
608,0,20705,0.476079583
609,0,20706,0.515117824
610,0,20722,0.740644813
611,0,20842,0.727005005
612,0,20870,0.406965852
613,0,20885,0.747664273
614,0,20886,0.668075621
615,0,20887,0.777134418
616,0,21009,0.737114429
617,0,21010,0.721954703
618,0,21128,0.411688507
619,0,21131,0.774198651
620,0,21132,0.686195493
621,0,21133,0.762996852
622,0,21225,0.715386271
623,0,21361,0.843263924
624,0,21448,0.762152553
625,0,21471,0.826119423
626,0,21472,0.785517275
627,0,21532,0.630111694
628,0,21572,0.566779017
629,0,21630,0.871033549
630,0,21631,0.785101235
631,0,21663,0.747343242
632,0,21664,0.68696034
633,0,21943,0.823253572
634,0,21944,0.563566148
635,0,22041,0.618201494
636,0,22042,0.76632607
637,0,22115,0.703484118
638,0,22155,0.61732024
639,0,22156,0.810236335
640,0,22303,0.863489926
641,0,22366,0.610692322
642,0,22367,0.768940449
643,0,22368,0.81027025
644,0,22498,0.692306995
645,0,22561,0.759977996
646,0,22562,0.693401158
647,0,22587,0.82755518
648,0,22588,0.842612863
649,0,22589,0.736366451
650,0,22590,0.820864677
651,0,22591,0.801819563
652,0,22651,0.509391844
653,0,22652,0.788347602
654,0,22686,0.749253631
655,0,22776,0.714435399
656,0,22998,0.724210858
657,0,23277,0.505272031
658,0,23305,0.826974273
659,0,23306,0.826210439
660,0,23433,0.745935202
661,0,23434,0.760616958
662,0,23435,0.856781244
663,0,23436,0.620615065
664,0,23469,0.75483954
665,0,23470,0.673673034
666,0,23471,0.693702161
667,0,23472,0.678966761
668,0,23733,0.566864729
669,0,23734,0.731383204
670,0,23735,0.559969664
671,0,23823,0.578923821
672,0,23858,0.812126696
673,0,24130,0.486465156
674,0,24131,0.438241124
675,0,24143,0.71983248
676,0,24144,0.72106427
677,0,24145,0.68236953
678,0,24197,0.691360474
679,0,24198,0.819600046
680,0,24300,0.815756321
681,0,24301,0.794243515
682,0,24338,0.862237155
683,0,24420,0.680151761
684,0,24421,0.733944774
685,0,24472,0.696730614
686,0,24490,0.800591946
687,0,24527,0.630850732
688,0,24556,0.522730887
689,0,24571,0.835106671
690,0,24572,0.832933724
691,1,5,0.789709568
692,1,13,0.857682049
693,1,28,0.805478334
694,1,30,0.810867548
695,1,35,0.908287406
696,1,48,0.839851677
697,1,52,0.833655536
698,1,64,0.926595509
699,1,70,0.817693651
700,1,72,0.87336725
701,1,113,0.836335123
702,1,125,0.797405899
703,1,136,0.874281645
704,1,150,0.873152494
705,1,159,0.749405622
706,1,170,0.851578772
707,1,179,0.7912395
708,1,181,0.882178664
709,1,193,0.750291824
710,1,201,0.804322243
711,1,219,0.920824707
712,1,220,0.870091856
713,1,230,0.634608686
714,1,259,0.877978802
715,1,288,0.630871236
716,1,298,0.809735596
717,1,299,0.864902914
718,1,318,0.771222353
719,1,344,0.878073454
720,1,347,0.885410249
721,1,356,0.851849437
722,1,372,0.920643687
723,1,379,0.74325633
724,1,390,0.812869251
725,1,396,0.692896903
726,1,409,0.696872175
727,1,420,0.694814026
728,1,426,0.822103024
729,1,440,0.880146563
730,1,449,0.887880325
731,1,471,0.797347486
732,1,472,0.780204833
733,1,495,0.878979802
734,1,520,0.790281177
735,1,553,0.834442198
736,1,561,0.81377387
737,1,602,0.526892185
738,1,650,0.839560986
739,1,690,0.799091101
740,1,728,0.91248244
741,1,750,0.891707301
742,1,752,0.888796031
743,1,767,0.84060657
744,1,769,0.870123386
745,1,777,0.609927475
746,1,779,0.863781333
747,1,840,0.837955832
748,1,841,0.792844892
749,1,850,0.624085426
750,1,860,0.718567371
751,1,902,0.880343676
752,1,939,0.476575732
753,1,942,0.767492652
754,1,1012,0.884794533
755,1,1020,0.884850085
756,1,1053,0.871828675
757,1,1079,0.659833252
758,1,1116,0.741410315
759,1,1187,0.78183192
760,1,1222,0.777871251
761,1,1224,0.77376765
762,1,1227,0.853729606
763,1,1243,0.93666929
764,1,1292,0.699707091
765,1,1343,0.75011754
766,1,1397,0.75643307
767,1,1419,0.886745989
768,1,1449,0.852523267
769,1,1457,0.836181283
770,1,1458,0.8864007
771,1,1501,0.639909327
772,1,1513,0.787640512
773,1,1514,0.853371799
774,1,1524,0.827243149
775,1,1532,0.412103534
776,1,1560,0.697158217
777,1,1570,0.510052264
778,1,1621,0.700385213
779,1,1626,0.73405093
780,1,1643,0.731794596
781,1,1722,0.806255639
782,1,1744,0.659736753
783,1,1817,0.76833868
784,1,1866,0.774593353
785,1,1874,0.793487132
786,1,1880,0.713832796
787,1,1881,0.829289079
788,1,1906,0.109722614
789,1,2149,0.916466653
790,1,2197,0.697730958
791,1,2230,0.604863822
792,1,2231,0.741545975
793,1,2251,0.701297224
794,1,2307,0.745994329
795,1,2327,0.875187397
796,1,2334,0.590283871
797,1,2335,0.833113134
798,1,2347,0.725679934
799,1,2357,0.819911122
800,1,2385,0.765283227
801,1,2406,0.830219805
802,1,2436,0.679956436
803,1,2437,0.66343832
804,1,2438,0.6338256
805,1,2476,0.691588879
806,1,2483,0.622743607
807,1,2495,0.800884843
808,1,2496,0.718033016
809,1,2501,0.854980886
810,1,2505,0.811462402
811,1,2506,0.809026897
812,1,2554,0.485163003
813,1,2668,0.67388165
814,1,2669,0.669392228
815,1,2765,0.825194836
816,1,2824,0.6587376
817,1,2903,0.75129813
818,1,2906,0.819083393
819,1,2907,0.74018985
820,1,2963,0.727602124
821,1,2999,0.733397901
822,1,3007,0.794932306
823,1,3016,0.693971694
824,1,3071,0.850129426
825,1,3109,0.721154392
826,1,3135,0.237417847
827,1,3208,0.814897358
828,1,3214,0.750299096
829,1,3225,0.755853891
830,1,3380,0.852981567
831,1,3402,0.879878283
832,1,3483,0.720278502
833,1,3544,0.628216743
834,1,3555,0.783210397
835,1,3570,0.82557857
836,1,3594,0.533581913
837,1,3672,0.835789263
838,1,3707,0.851270437
839,1,3794,0.406491607
840,1,3843,0.779311955
841,1,3849,0.703344703
842,1,3929,0.800225735
843,1,3930,0.824649751
844,1,3968,0.615059614
845,1,3969,0.748684049
846,1,3970,0.366517574
847,1,3980,0.668107927
848,1,3981,0.580780983
849,1,3982,0.646007955
850,1,4056,0.554661453
851,1,4061,0.830957472
852,1,4127,0.581639409
853,1,4432,0.644498587
854,1,4442,0.783040822
855,1,4445,0.912492931
856,1,4491,0.537189484
857,1,4643,0.662150264
858,1,4662,0.766529143
859,1,4697,0.756562591
860,1,4730,0.591709137
861,1,4750,0.758066952
862,1,4855,0.79851836
863,1,4856,0.818724036
864,1,4873,0.702849448
865,1,4959,0.820406079
866,1,5036,0.662262022
867,1,5131,0.603036821
868,1,5133,0.789073944
869,1,5181,0.582534611
870,1,5257,0.848633051
871,1,5419,0.814504683
872,1,5423,0.662847281
873,1,5461,0.732663751
874,1,5479,0.849780738
875,1,5503,0.804053485
876,1,5504,0.872449219
877,1,5538,0.33138743
878,1,5742,0.677871943
879,1,5743,0.719012797
880,1,5898,0.464795262
881,1,6040,0.682779968
882,1,6216,0.752529025
883,1,6296,0.547315955
884,1,6331,0.756571829
885,1,6332,0.66272068
886,1,6402,0.719971478
887,1,6403,0.617403448
888,1,6404,0.623431861
889,1,6425,0.762336433
890,1,6473,0.769720554
891,1,6491,0.709466457
892,1,6492,0.623766303
893,1,6661,0.669415653
894,1,6662,0.628029108
895,1,6717,0.56455934
896,1,6726,0.353831232
897,1,6808,0.598421395
898,1,6821,0.766240716
899,1,6949,0.775627017
900,1,6969,0.776276529
901,1,7028,0.787615418
902,1,7106,0.838301063
903,1,7135,0.868523598
904,1,7136,0.612238944
905,1,7181,0.424619168
906,1,7203,0.5767169
907,1,7342,0.75461489
908,1,7343,0.83135879
909,1,7349,0.767136037
910,1,7408,0.793542325
911,1,7627,0.685027838
912,1,7632,0.655001283
913,1,7633,0.70742178
914,1,7645,0.637382925
915,1,7872,0.741147995
916,1,8174,0.54801178
917,1,8195,0.75555557
918,1,8208,0.488626122
919,1,8241,0.815523148
920,1,8479,0.439987272
921,1,8480,0.511094451
922,1,8633,0.702141404
923,1,8756,0.434335858
924,1,8827,0.655785859
925,1,8881,0.830144286
926,1,8914,0.691735208
927,1,8915,0.912165701
928,1,9015,0.567181289
929,1,9098,0.601714253
930,1,9151,0.891308248
931,1,9152,0.739046872
932,1,9200,0.807646632
933,1,9284,0.652987599
934,1,9285,0.824280918
935,1,9356,0.778631628
936,1,9654,0.511235178
937,1,9786,0.777879
938,1,9818,0.513666272
939,1,9982,0.519171059
940,1,9983,0.622922957
941,1,10085,0.751597762
942,1,10086,0.714843631
943,1,10112,0.636999369
944,1,10158,0.799599946
945,1,10163,0.700266838
946,1,10164,0.721436441
947,1,10338,0.781471431
948,1,10587,0.648724973
949,1,10645,0.662885427
950,1,10646,0.885771871
951,1,10647,0.618132114
952,1,10648,0.462311953
953,1,10792,0.692290664
954,1,10927,0.642340004
955,1,10928,0.813600719
956,1,10929,0.657665133
957,1,10930,0.673212409
958,1,10931,0.934816718
959,1,11024,0.782347739
960,1,11306,0.827820182
961,1,11307,0.801734626
962,1,11345,0.561464071
963,1,11635,0.782313168
964,1,11750,0.745357633
965,1,11753,0.34707883
966,1,12032,0.616266012
967,1,12033,0.655556977
968,1,12115,0.890302002
969,1,12144,0.879932463
970,1,12145,0.859489679
971,1,12146,0.853301644
972,1,12150,0.466382414
973,1,12151,0.598813474
974,1,12334,0.694934368
975,1,12349,0.782317102
976,1,12351,0.836105227
977,1,12352,0.74277842
978,1,12537,0.686851501
979,1,12677,0.645877779
980,1,12678,0.640524149
981,1,12754,0.647499979
982,1,12755,0.677949846
983,1,12756,0.732601225
984,1,12757,0.799951077
985,1,12758,0.835689843
986,1,12801,0.627896607
987,1,12802,0.736542106
988,1,12825,0.687115014
989,1,12865,0.687028825
990,1,12866,0.659577668
991,1,12867,0.618118823
992,1,12868,0.619758129
993,1,12965,0.664114356
994,1,12966,0.717549443
995,1,12969,0.524965942
996,1,13009,0.796693265
997,1,13283,0.412355095
998,1,13284,0.534968853
999,1,13285,0.688975096
1000,1,13518,0.244377449
1001,1,13564,0.855778456
1002,1,13632,0.688314974
1003,1,13734,0.419241071
1004,1,13778,0.696662486
1005,1,13857,0.791610837
1006,1,13869,0.595230877
1007,1,13870,0.819329381
1008,1,14472,0.509557486
1009,1,14513,0.698845685
1010,1,14514,0.645814776
1011,1,14526,0.761538088
1012,1,14532,0.663742125
1013,1,14608,0.870764375
1014,1,14615,0.232058331
1015,1,14973,0.6998083
1016,1,14974,0.697937071
1017,1,14976,0.642058372
1018,1,15471,0.349853873
1019,1,15494,0.702801764
1020,1,15563,0.680101275
1021,1,15804,0.402065426
1022,1,15869,0.678616047
1023,1,15870,0.790445387
1024,1,16082,0.77779603
1025,1,16083,0.393963575
1026,1,16237,0.704014182
1027,1,16238,0.67499733
1028,1,16318,0.582395613
1029,1,16397,0.669162214
1030,1,16559,0.685180902
1031,1,16562,0.730979621
1032,1,16719,0.732873797
1033,1,16720,0.712695777
1034,1,16815,0.705240786
1035,1,17025,0.548555613
1036,1,17026,0.491414011
1037,1,17354,0.415588051
1038,1,17472,0.594600022
1039,1,17733,0.745005369
1040,1,17738,0.689420998
1041,1,17832,0.459805548
1042,1,17879,0.656984448
1043,1,17880,0.609070718
1044,1,17935,0.682360947
1045,1,17936,0.783961177
1046,1,18002,0.722381055
1047,1,18190,0.71236223
1048,1,18278,0.830837905
1049,1,18281,0.673910439
1050,1,18562,0.615950227
1051,1,18633,0.839876354
1052,1,18653,0.70978564
1053,1,18688,0.817521513
1054,1,18689,0.707783878
1055,1,18849,0.42926389
1056,1,18851,0.671847463
1057,1,18852,0.563233733
1058,1,18853,0.831230164
1059,1,19154,0.64338547
1060,1,19220,0.735397577
1061,1,19234,0.725562155
1062,1,19295,0.655611396
1063,1,19296,0.821403503
1064,1,19335,0.619916201
1065,1,19336,0.74602741
1066,1,19337,0.686607182
1067,1,19384,0.821665466
1068,1,19394,0.613467634
1069,1,19470,0.652220011
1070,1,19471,0.540401638
1071,1,19540,0.748175025
1072,1,19596,0.630823672
1073,1,19600,0.763852954
1074,1,19601,0.68592447
1075,1,19602,0.760875702
1076,1,19651,0.364901304
1077,1,19987,0.601623833
1078,1,19988,0.606019616
